Galaxy,Source No.,RA,Dec
,8806,20 33 07.45,+60 04 05.70
,8807,20 33 07.48,+60 03 49.72
,8808,20 33 07.50,+60 03 26.10
,8809,20 33 07.85,+59 54 53.45
,8810,20 33 07.88,+60 00 13.74
,8811,20 33 08.01,+59 58 08.78
,8812,20 33 08.41,+59 55 34.31
,8813,20 33 08.46,+60 03 28.11
,8814,20 33 08.55,+60 18 04.86
,8815,20 33 08.65,+60 15 49.57
,8816,20 33 08.74,+60 00 00.00
,8817,20 33 08.98,+60 00 29.53
,8818,20 33 09.45,+60 18 44.01
,8819,20 33 09.56,+60 11 39.66
,8820,20 33 09.58,+59 58 23.11
,8821,20 33 10.49,+60 00 33.04
,8822,20 33 11.20,+60 10 57.42
,8823,20 33 11.22,+59 55 32.45
,8824,20 33 11.94,+59 58 43.38
,8825,20 33 12.56,+60 02 58.99
,8826,20 33 12.68,+60 01 28.72
,8827,20 33 13.17,+59 54 25.62
,8828,20 33 13.42,+59 57 47.35
,8829,20 33 13.42,+59 59 23.53
,8830,20 33 13.80,+60 00 21.72
,8831,20 33 13.80,+60 08 41.97
,8832,20 33 13.88,+59 57 47.85
,8833,20 33 13.98,+60 03 32.26
,8834,20 33 13.99,+60 03 12.58
,8835,20 33 14.57,+60 00 09.58
,8836,20 33 14.59,+60 00 24.34
,8837,20 33 14.64,+60 03 27.86
,8838,20 33 14.65,+60 12 12.09
,8839,20 33 14.74,+59 58 48.40
,8840,20 33 14.86,+59 57 54.78
,8841,20 33 14.86,+60 11 02.48
,8842,20 33 14.91,+59 56 43.93
,8843,20 33 15.00,+60 05 02.83
,8844,20 33 15.15,+59 58 57.27
,8845,20 33 15.94,+60 00 46.04
,8846,20 33 15.94,+60 11 09.90
,8847,20 33 16.02,+59 59 41.98
,8848,20 33 16.33,+60 17 11.04
,8849,20 33 16.59,+59 59 00.03
,8850,20 33 16.85,+60 00 43.12
,8851,20 33 16.90,+59 55 55.79
,8852,20 33 16.98,+59 58 56.36
,8853,20 33 17.15,+59 59 48.52
,8854,20 33 17.24,+60 16 06.13
,8855,20 33 17.32,+60 15 34.64
,8856,20 33 17.81,+59 56 55.60
,8857,20 33 18.21,+60 02 49.37
,8858,20 33 18.38,+59 54 59.76
,8859,20 33 18.43,+60 16 08.14
,8860,20 33 18.51,+60 01 51.57
,8861,20 33 18.62,+59 56 23.65
,8862,20 33 18.85,+60 01 28.29
,8863,20 33 18.93,+59 56 08.29
,8864,20 33 18.98,+60 05 05.43
,8865,20 33 18.99,+60 16 10.37
,8866,20 33 19.25,+60 05 24.79
,8867,20 33 20.50,+60 10 03.15
,8868,20 33 20.52,+59 57 12.67
,8869,20 33 20.66,+60 03 19.71
,8870,20 33 21.12,+59 56 52.28
,8871,20 33 21.89,+60 19 00.95
,8872,20 33 22.05,+60 02 02.68
,8873,20 33 22.09,+59 55 29.90
,8874,20 33 22.29,+60 00 14.12
,8875,20 33 22.58,+60 13 52.28
,8876,20 33 22.81,+60 00 57.59
,8877,20 33 22.97,+59 56 26.02
,8878,20 33 22.97,+60 01 54.18
,8879,20 33 23.10,+60 10 25.62
,8880,20 33 23.19,+59 58 31.73
,8881,20 33 23.77,+59 59 54.81
,8882,20 33 23.89,+60 16 44.49
,8883,20 33 24.29,+60 01 50.29
,8884,20 33 24.83,+60 11 37.02
,8885,20 33 24.91,+60 01 03.08
,8886,20 33 25.06,+60 11 44.16
,8887,20 33 25.89,+60 19 21.01
,8888,20 33 26.00,+59 58 51.01
,8889,20 33 26.06,+60 12 20.11
,8890,20 33 27.63,+59 58 13.92
,8891,20 33 27.95,+60 13 13.06
,8892,20 33 28.12,+60 16 55.20
,8893,20 33 28.19,+59 59 37.82
,8894,20 33 28.66,+60 00 41.30
,8895,20 33 28.71,+60 06 16.36
,8896,20 33 29.07,+60 04 23.45
,8897,20 33 29.40,+60 00 10.08
,8898,20 33 29.71,+60 04 54.47
,8899,20 33 29.73,+60 14 20.27
,8900,20 33 30.64,+60 06 36.34
,8901,20 33 31.27,+59 57 11.54
,8902,20 33 31.33,+60 20 05.70
,8903,20 33 31.36,+60 10 44.82
,8904,20 33 31.45,+59 59 36.20
,8905,20 33 31.68,+60 04 56.99
,8906,20 33 31.81,+60 03 55.24
,8907,20 33 31.99,+59 57 12.55
,8908,20 33 32.19,+60 03 22.54
,8909,20 33 32.54,+60 05 55.31
,8910,20 33 32.56,+59 59 41.64
,8911,20 33 32.58,+60 15 06.36
,8912,20 33 32.76,+59 57 41.60
,8913,20 33 32.83,+60 01 49.08
,8914,20 33 32.92,+60 15 11.29
,8915,20 33 33.18,+60 03 15.68
,8916,20 33 33.18,+60 16 05.17
,8917,20 33 34.32,+60 02 14.70
,8918,20 33 34.33,+59 57 41.64
,8919,20 33 34.77,+60 00 25.74
,8920,20 33 34.90,+60 12 45.71
,8921,20 33 35.27,+60 14 43.80
,8922,20 33 35.76,+59 58 00.38
,8923,20 33 36.36,+59 56 45.86
,8924,20 33 36.41,+60 06 18.06
,8925,20 33 36.95,+60 00 01.44
,8926,20 33 36.98,+60 03 39.89
,8927,20 33 37.88,+60 04 21.24
,8928,20 33 37.91,+60 19 29.15
,8929,20 33 38.09,+60 17 42.23
,8930,20 33 38.47,+60 01 57.60
,8931,20 33 38.79,+59 57 28.97
,8932,20 33 39.07,+60 15 53.52
,8933,20 33 39.33,+60 07 34.89
,8934,20 33 39.78,+59 57 27.03
,8935,20 33 39.84,+60 20 13.07
,8936,20 33 39.92,+60 05 27.72
,8937,20 33 40.01,+60 04 18.10
,8938,20 33 40.08,+59 59 13.97
,8939,20 33 40.33,+60 18 00.00
,8940,20 33 40.38,+60 06 31.94
,8941,20 33 40.62,+60 02 38.98
,8942,20 33 40.74,+60 18 39.61
,8943,20 33 40.96,+60 14 14.68
,8944,20 33 42.14,+60 07 23.89
,8945,20 33 42.17,+59 58 23.18
,8946,20 33 42.38,+60 19 32.30
,8947,20 33 42.53,+60 04 53.83
,8948,20 33 42.73,+60 04 37.60
,8949,20 33 42.75,+60 01 33.10
,8950,20 33 42.88,+59 57 37.07
,8951,20 33 42.89,+60 03 31.19
,8952,20 33 43.11,+60 19 06.65
,8953,20 33 43.20,+60 14 44.25
,8954,20 33 43.48,+60 07 29.08
,8955,20 33 43.54,+60 16 39.39
,8956,20 33 43.62,+60 21 26.72
,8957,20 33 43.79,+59 59 30.62
,8958,20 33 44.42,+60 21 24.77
,8959,20 33 44.47,+60 14 10.33
,8960,20 33 44.63,+60 02 26.28
,8961,20 33 44.65,+60 12 09.18
,8962,20 33 45.10,+60 21 57.25
,8963,20 33 45.47,+60 16 33.86
,8964,20 33 45.50,+60 04 23.89
,8965,20 33 46.01,+60 16 05.99
,8966,20 33 46.07,+60 14 17.92
,8967,20 33 46.77,+59 58 06.72
,8968,20 33 46.85,+60 18 17.37
,8969,20 33 47.05,+60 01 23.86
,8970,20 33 47.09,+60 05 49.54
,8971,20 33 47.19,+60 07 55.16
,8972,20 33 47.44,+60 01 32.97
,8973,20 33 47.85,+60 07 57.47
,8974,20 33 48.03,+60 02 54.16
,8975,20 33 48.09,+60 20 12.03
,8976,20 33 48.20,+60 12 53.17
,8977,20 33 48.27,+60 19 45.22
,8978,20 33 48.74,+60 19 31.21
,8979,20 33 49.00,+60 15 11.69
,8980,20 33 49.03,+59 58 06.36
,8981,20 33 49.06,+60 08 23.58
,8982,20 33 50.24,+60 18 47.95
,8983,20 33 50.55,+59 58 51.90
,8984,20 33 51.70,+60 06 47.69
,8985,20 33 51.86,+60 14 18.58
,8986,20 33 51.94,+60 06 22.36
,8987,20 33 52.40,+60 13 50.95
,8988,20 33 53.35,+60 01 49.82
,8989,20 33 53.37,+60 15 13.01
,8990,20 33 53.50,+59 59 04.26
,8991,20 33 53.61,+60 19 31.31
,8992,20 33 54.02,+60 15 25.32
,8993,20 33 54.62,+60 15 23.36
,8994,20 33 55.38,+60 15 25.10
,8995,20 33 55.75,+60 08 21.00
,8996,20 33 55.82,+60 08 04.03
,8997,20 33 55.84,+59 59 57.44
,8998,20 33 56.03,+60 16 05.45
,8999,20 33 56.05,+60 13 07.11
,9000,20 33 56.10,+60 20 33.84
,9001,20 33 56.48,+60 07 44.11
,9002,20 33 56.82,+60 14 13.95
,9003,20 33 57.10,+60 18 36.52
,9004,20 33 57.21,+60 19 28.92
,9005,20 33 57.51,+60 23 18.68
,9006,20 33 57.86,+60 00 50.37
,9007,20 33 58.44,+60 19 55.50
,9008,20 33 58.55,+60 06 10.42
,9009,20 33 59.25,+60 00 04.88
,9010,20 33 59.37,+60 16 00.35
,9011,20 33 59.60,+60 21 23.59
,9012,20 33 59.66,+60 05 12.39
,9013,20 34 00.05,+60 24 10.14
,9014,20 34 00.33,+60 02 24.13
,9015,20 34 00.38,+59 59 20.13
,9016,20 34 00.68,+60 04 50.75
,9017,20 34 00.72,+60 18 05.83
,9018,20 34 01.36,+60 03 48.77
,9019,20 34 01.46,+60 14 19.57
,9020,20 34 01.55,+60 09 27.27
,9021,20 34 01.59,+60 05 40.21
,9022,20 34 01.68,+60 05 54.73
,9023,20 34 01.73,+60 17 20.58
,9024,20 34 01.85,+60 07 32.40
,9025,20 34 02.20,+60 04 09.94
,9026,20 34 02.56,+60 14 42.17
,9027,20 34 02.60,+59 59 59.03
,9028,20 34 02.86,+60 17 58.48
,9029,20 34 03.92,+60 18 43.76
,9030,20 34 04.30,+60 06 55.28
,9031,20 34 05.57,+60 05 43.72
,9032,20 34 05.73,+60 03 39.98
,9033,20 34 06.05,+60 15 32.89
,9034,20 34 06.07,+60 00 13.84
,9035,20 34 06.42,+60 22 01.57
,9036,20 34 06.90,+60 02 20.78
,9037,20 34 07.05,+60 07 53.13
,9038,20 34 07.42,+60 05 15.94
,9039,20 34 07.51,+60 10 17.54
,9040,20 34 07.81,+60 07 34.69
,9041,20 34 07.86,+60 16 21.62
,9042,20 34 08.15,+60 17 20.91
,9043,20 34 08.39,+60 05 52.48
,9044,20 34 08.53,+60 18 14.05
,9045,20 34 08.87,+60 07 38.64
,9046,20 34 08.94,+60 20 00.57
,9047,20 34 09.09,+60 10 27.89
,9048,20 34 09.39,+60 16 18.36
,9049,20 34 09.61,+60 00 40.94
,9050,20 34 09.89,+60 01 51.05
,9051,20 34 09.99,+60 20 46.10
,9052,20 34 10.44,+60 08 33.27
,9053,20 34 10.66,+60 05 52.39
,9054,20 34 10.81,+60 15 54.11
,9055,20 34 11.01,+60 01 42.95
,9056,20 34 11.12,+60 14 45.48
,9057,20 34 11.21,+60 01 31.88
,9058,20 34 11.49,+60 02 58.23
,9059,20 34 11.61,+60 15 07.87
,9060,20 34 11.65,+60 02 52.33
,9061,20 34 12.28,+60 08 54.45
,9062,20 34 12.28,+60 08 59.37
,9063,20 34 12.73,+60 03 41.54
,9064,20 34 12.82,+60 01 09.51
,9065,20 34 13.07,+60 01 12.76
,9066,20 34 14.99,+60 07 31.08
,9067,20 34 15.00,+60 06 21.95
,9068,20 34 15.14,+60 21 43.63
,9069,20 34 15.23,+60 16 55.16
,9070,20 34 15.31,+60 15 29.06
,9071,20 34 15.92,+60 09 19.57
,9072,20 34 16.55,+60 02 18.92
,9073,20 34 16.66,+60 01 38.33
,9074,20 34 16.78,+60 06 18.03
,9075,20 34 16.78,+60 08 54.82
,9076,20 34 17.03,+60 11 12.74
,9077,20 34 17.14,+60 02 15.48
,9078,20 34 17.33,+60 11 39.07
,9079,20 34 17.33,+60 22 33.91
,9080,20 34 17.36,+60 08 18.58
,9081,20 34 17.41,+60 21 30.20
,9082,20 34 18.20,+60 06 15.34
,9083,20 34 18.36,+60 22 42.04
,9084,20 34 18.71,+60 02 56.33
,9085,20 34 18.81,+60 15 53.19
,9086,20 34 19.06,+60 10 07.93
,9087,20 34 19.29,+60 05 23.44
,9088,20 34 19.70,+60 07 56.70
,9089,20 34 19.84,+60 01 45.98
,9090,20 34 19.85,+60 08 49.34
,9091,20 34 19.88,+60 05 21.23
,9092,20 34 20.03,+60 16 20.02
,9093,20 34 20.13,+60 02 45.81
,9094,20 34 21.24,+60 03 33.24
,9095,20 34 21.38,+60 18 13.68
,9096,20 34 21.40,+60 10 17.92
,9097,20 34 21.46,+60 04 46.06
,9098,20 34 22.56,+60 08 50.10
,9099,20 34 22.62,+60 21 13.75
,9100,20 34 22.82,+60 09 20.60
,9101,20 34 23.05,+60 10 29.49
,9102,20 34 23.22,+60 07 03.34
,9103,20 34 23.39,+60 19 08.30
,9104,20 34 23.92,+60 07 45.16
,9105,20 34 23.93,+60 11 06.88
,9106,20 34 24.18,+60 06 07.01
,9107,20 34 24.77,+60 10 38.64
,9108,20 34 24.80,+60 21 40.09
,9109,20 34 25.00,+60 09 06.13
,9110,20 34 25.06,+60 09 31.93
,9111,20 34 25.44,+60 03 55.65
,9112,20 34 25.47,+60 19 49.88
,9113,20 34 25.65,+60 02 30.54
,9114,20 34 25.79,+60 06 32.85
,9115,20 34 25.87,+60 21 06.63
,9116,20 34 26.10,+60 12 13.80
,9117,20 34 26.13,+60 09 09.48
,9118,20 34 26.44,+60 09 03.89
,9119,20 34 26.49,+60 05 11.42
,9120,20 34 26.91,+60 02 09.90
,9121,20 34 27.37,+60 02 11.55
,9122,20 34 27.54,+60 10 43.94
,9123,20 34 27.75,+60 22 00.02
,9124,20 34 28.02,+60 09 34.40
,9125,20 34 28.09,+60 06 38.51
,9126,20 34 28.09,+60 07 43.21
,9127,20 34 28.45,+60 11 22.74
,9128,20 34 29.12,+60 10 51.04
,9129,20 34 29.67,+60 09 24.57
,9130,20 34 29.90,+60 11 04.69
,9131,20 34 30.58,+60 17 38.53
,9132,20 34 31.18,+60 11 07.40
,9133,20 34 31.49,+60 06 38.64
,9134,20 34 32.50,+60 08 21.79
,9135,20 34 32.50,+60 12 15.29
,9136,20 34 32.83,+60 11 52.66
,9137,20 34 33.10,+60 12 35.47
,9138,20 34 33.53,+60 04 13.13
,9139,20 34 33.56,+60 05 51.04
,9140,20 34 33.76,+60 09 47.20
,9141,20 34 34.05,+60 18 42.25
,9142,20 34 34.06,+60 09 07.44
,9143,20 34 34.29,+60 11 37.41
,9144,20 34 34.29,+60 13 20.48
,9145,20 34 34.46,+60 10 32.84
,9146,20 34 35.60,+60 07 17.47
,9147,20 34 36.11,+60 10 24.59
,9148,20 34 36.13,+60 08 39.47
,9149,20 34 36.36,+60 04 17.32
,9150,20 34 36.39,+60 03 00.32
,9151,20 34 36.39,+60 06 30.07
,9152,20 34 36.40,+60 05 58.50
,9153,20 34 36.52,+60 09 30.48
,9154,20 34 36.59,+60 03 41.65
,9155,20 34 36.98,+60 05 53.01
,9156,20 34 37.23,+60 09 54.27
,9157,20 34 37.26,+60 10 18.93
,9158,20 34 37.58,+60 08 15.20
,9159,20 34 37.89,+60 04 34.26
,9160,20 34 38.14,+60 11 58.40
,9161,20 34 38.25,+60 12 06.93
,9162,20 34 38.37,+60 10 10.81
,9163,20 34 39.62,+60 08 31.10
,9164,20 34 39.80,+60 08 23.00
,9165,20 34 39.82,+60 09 32.43
,9166,20 34 39.97,+60 13 28.10
,9167,20 34 40.14,+60 04 13.62
,9168,20 34 40.14,+60 06 49.09
,9169,20 34 40.18,+60 17 43.94
,9170,20 34 40.21,+60 06 20.88
,9171,20 34 40.58,+60 09 46.84
,9172,20 34 40.61,+60 07 59.20
,9173,20 34 40.61,+60 09 37.84
,9174,20 34 40.68,+60 08 26.50
,9175,20 34 41.40,+60 08 38.80
,9176,20 34 41.73,+60 08 06.82
,9177,20 34 42.10,+60 05 29.63
,9178,20 34 42.77,+60 04 12.62
,9179,20 34 43.17,+60 13 22.68
,9180,20 34 43.20,+60 06 52.60
,9181,20 34 43.40,+60 13 17.27
,9182,20 34 43.70,+60 13 41.62
,9183,20 34 43.83,+60 06 06.76
,9184,20 34 43.97,+60 07 55.00
,9185,20 34 43.97,+60 08 04.35
,9186,20 34 44.00,+60 09 44.88
,9187,20 34 44.01,+60 08 24.85
,9188,20 34 44.16,+60 07 00.39
,9189,20 34 44.50,+60 08 22.72
,9190,20 34 45.01,+60 10 46.64
,9191,20 34 45.04,+60 11 08.85
,9192,20 34 45.14,+60 10 07.84
,9193,20 34 45.90,+60 06 43.41
,9194,20 34 46.17,+60 18 10.24
,9195,20 34 46.22,+60 10 12.75
,9196,20 34 46.24,+60 13 15.78
,9197,20 34 46.26,+60 05 15.09
,9198,20 34 46.31,+60 03 47.02
,9199,20 34 46.41,+60 13 27.77
,9200,20 34 46.48,+60 08 57.47
,9201,20 34 47.03,+60 18 27.21
,9202,20 34 47.12,+60 08 50.69
,9203,20 34 47.55,+60 10 02.99
,9204,20 34 48.45,+60 08 11.61
,9205,20 34 48.49,+60 14 00.04
,9206,20 34 48.58,+60 07 50.80
,9207,20 34 48.67,+60 09 41.82
,9208,20 34 48.80,+60 05 54.93
,9209,20 34 49.02,+60 12 17.96
,9210,20 34 49.47,+60 13 42.26
,9211,20 34 49.77,+60 10 12.34
,9212,20 34 49.81,+60 10 20.06
,9213,20 34 50.03,+60 09 24.70
,9214,20 34 50.10,+60 12 41.56
,9215,20 34 50.46,+60 10 15.94
,9216,20 34 50.54,+60 09 43.69
,9217,20 34 50.55,+60 11 01.68
,9218,20 34 50.64,+60 10 49.13
,9219,20 34 50.73,+60 06 00.82
,9220,20 34 50.75,+60 12 06.87
,9221,20 34 50.95,+60 10 21.08
,9222,20 34 51.29,+60 09 19.58
,9223,20 34 51.30,+60 08 44.53
,9224,20 34 51.54,+60 12 46.96
,9225,20 34 51.59,+60 09 56.97
,9226,20 34 51.71,+60 07 49.05
,9227,20 34 51.93,+60 10 58.10
,9228,20 34 52.29,+60 09 14.48
,9229,20 34 52.31,+60 09 11.79
,9230,20 34 52.44,+60 12 38.34
,9231,20 34 52.67,+60 11 45.59
,9232,20 34 53.41,+60 10 55.34
,9233,20 34 53.44,+60 07 19.76
,9234,20 34 53.53,+60 08 34.54
,9235,20 34 53.53,+60 09 33.34
,9236,20 34 53.55,+60 09 23.99
,9237,20 34 53.58,+60 06 26.50
,9238,20 34 53.73,+60 07 14.59
,9239,20 34 53.81,+60 09 10.81
,9240,20 34 54.04,+60 07 37.96
,9241,20 34 54.18,+60 05 17.49
,9242,20 34 54.19,+60 09 36.78
,9243,20 34 54.48,+60 11 47.81
,9244,20 34 54.63,+60 06 58.10
,9245,20 34 54.88,+60 06 21.94
,9246,20 34 54.93,+60 04 49.44
,9247,20 34 55.31,+60 09 33.81
,9248,20 34 55.68,+60 09 30.77
,9249,20 34 55.88,+60 07 06.21
,9250,20 34 55.95,+60 07 49.50
,9251,20 34 55.96,+60 08 43.62
,9252,20 34 56.37,+60 09 27.73
,9253,20 34 56.48,+60 10 33.33
,9254,20 34 56.50,+60 08 34.30
,9255,20 34 56.53,+60 06 36.19
,9256,20 34 56.53,+60 12 37.32
,9257,20 34 56.72,+60 11 30.40
,9258,20 34 56.77,+60 08 26.23
,9259,20 34 56.88,+60 08 11.39
,9260,20 34 56.89,+60 05 33.24
,9261,20 34 56.95,+60 12 09.37
,9262,20 34 57.11,+60 11 18.59
,9263,20 34 57.24,+60 11 05.30
,9264,20 34 57.49,+60 09 30.84
,9265,20 34 57.57,+60 11 01.36
,9266,20 34 57.64,+60 08 25.15
,9267,20 34 57.73,+60 09 48.91
,9268,20 34 58.07,+60 08 45.57
,9269,20 34 58.28,+60 12 16.14
,9270,20 34 58.40,+60 09 33.85
,9271,20 34 58.60,+60 14 17.83
,9272,20 34 58.64,+60 06 46.50
,9273,20 34 58.87,+60 09 40.17
,9274,20 34 59.35,+60 05 48.92
,9275,20 34 59.83,+60 07 31.01
,9276,20 35 00.14,+60 09 08.13
,9277,20 35 00.17,+60 11 22.98
,9278,20 35 00.49,+60 12 52.62
,9279,20 35 00.51,+60 14 01.89
,9280,20 35 00.57,+60 08 07.65
,9281,20 35 00.74,+60 11 30.76
,9282,20 35 00.76,+60 10 04.50
,9283,20 35 00.96,+60 10 11.09
,9284,20 35 01.11,+60 09 33.75
,9285,20 35 01.41,+60 07 02.21
,9286,20 35 01.45,+60 08 23.22
,9287,20 35 01.74,+60 12 06.75
,9288,20 35 01.94,+60 10 02.18
,9289,20 35 01.95,+60 10 04.37
,9290,20 35 02.20,+60 11 25.91
,9291,20 35 02.28,+60 15 20.35
,9292,20 35 04.58,+60 11 16.42
,9293,20 35 04.61,+60 05 43.94
,9294,20 35 05.24,+60 14 21.51
,9295,20 35 05.25,+60 14 34.06
,9296,20 35 05.35,+60 06 23.37
,9297,20 35 05.50,+60 11 45.05
,9298,20 35 05.57,+60 07 42.17
,9299,20 35 05.73,+60 09 23.84
,9300,20 35 06.04,+60 08 10.53
,9301,20 35 06.12,+60 09 10.55
,9302,20 35 06.27,+60 14 42.65
,9303,20 35 06.54,+60 10 42.16
,9304,20 35 06.76,+60 06 42.45
,9305,20 35 07.15,+60 09 45.47
,9306,20 35 07.20,+60 06 46.87
,9307,20 35 07.20,+60 11 04.19
,9308,20 35 07.98,+60 10 02.68
,9309,20 35 08.26,+60 10 53.84
,9310,20 35 09.16,+60 07 52.28
,9311,20 35 09.86,+60 08 16.87
,9312,20 35 09.96,+60 11 28.58
,9313,20 35 10.09,+60 09 07.54
,9314,20 35 10.59,+60 15 54.41
,9315,20 35 10.78,+60 08 10.70
,9316,20 35 10.88,+60 14 44.11
,9317,20 35 11.12,+60 16 00.80
,9318,20 35 11.50,+60 11 26.75
,9319,20 35 12.56,+60 06 32.76
,9320,20 35 12.60,+60 08 39.82
,9321,20 35 12.83,+60 07 32.05
,9322,20 35 13.02,+60 09 07.09
,9323,20 35 14.16,+60 15 52.38
,9324,20 35 15.25,+60 08 54.49
,9325,20 35 15.68,+60 10 36.82
,9326,20 35 15.75,+60 06 47.21
,9327,20 35 16.20,+60 10 45.05
,9328,20 35 16.21,+60 10 49.56
,9329,20 35 17.23,+60 09 13.14
,9330,20 35 17.54,+60 07 50.40
,9331,20 35 17.74,+60 14 29.16
,9332,20 35 17.93,+60 09 52.65
,9333,20 35 18.54,+60 07 30.45
,9334,20 35 18.76,+60 10 55.28
,9335,20 35 18.86,+60 11 01.41
,9336,20 35 19.20,+60 13 43.38
,9337,20 35 19.32,+60 07 08.79
,9338,20 35 19.86,+60 10 43.29
,9339,20 35 20.04,+60 12 44.32
,9340,20 35 20.31,+60 08 34.87
,9341,20 35 20.85,+60 07 54.02
,9342,20 35 21.87,+60 15 55.91
,9343,20 35 21.94,+60 12 16.23
,9344,20 35 21.99,+60 11 23.59
,9345,20 35 23.32,+60 15 33.66
,9346,20 35 23.53,+60 14 53.14
,9347,20 35 25.44,+60 14 43.75
,9348,20 35 25.58,+60 09 58.67
,9349,20 35 26.39,+60 08 03.73
,9350,20 35 27.64,+60 17 42.29
,9351,20 35 27.72,+60 13 19.56
,9352,20 35 28.06,+60 16 11.26
,9353,20 35 28.25,+60 12 14.11
,9354,20 35 28.52,+60 15 05.08
,9355,20 35 28.87,+60 12 16.56
,9356,20 35 29.05,+60 14 53.25
,9357,20 35 29.64,+60 14 47.83
,9358,20 35 31.31,+60 17 47.85
,9359,20 35 31.47,+60 12 58.80
,9360,20 35 31.96,+60 10 13.97
,9361,20 35 32.27,+60 08 36.79
,9362,20 35 33.08,+60 09 24.24
,9363,20 35 33.21,+60 09 30.64
,9364,20 35 33.26,+60 11 05.76
,9365,20 35 33.31,+60 19 09.23
,9366,20 35 33.79,+60 18 52.98
,9367,20 35 34.33,+60 09 11.91
,9368,20 35 35.20,+60 15 13.01
,9369,20 35 37.15,+60 13 01.10
,9370,20 35 37.54,+60 11 42.61
,9371,20 35 38.92,+60 19 33.91
,9372,20 35 39.28,+60 11 30.02
,9373,20 35 40.88,+60 12 59.26
,9374,20 35 40.88,+60 14 04.45
,9375,20 35 41.33,+60 18 33.81
,9376,20 35 42.26,+60 11 47.63
,9377,20 35 43.30,+60 18 47.77
,9378,20 35 45.33,+60 15 09.25
,9379,20 35 47.62,+60 17 38.74
,9380,20 35 47.81,+60 19 12.96
,9381,20 35 48.51,+60 18 20.04
,9382,20 35 49.74,+60 18 33.28
,9383,20 35 51.28,+60 11 12.15
,9384,20 35 52.70,+60 15 34.58
,9385,20 35 53.28,+60 16 49.34
,9386,20 35 53.99,+60 14 40.41
,9387,20 35 54.50,+60 15 50.75
,9388,20 35 54.82,+60 19 37.55
,9389,20 35 55.34,+60 14 30.52
,9390,20 35 58.38,+60 11 23.69
,9391,20 35 59.31,+60 15 26.29
,9392,20 36 00.93,+60 14 40.63
,9393,20 36 02.16,+60 15 40.51
,9394,20 36 02.50,+60 17 17.76
,9395,20 36 02.54,+60 18 16.80
,9396,20 36 02.79,+60 14 57.28
,9397,20 36 03.08,+60 15 59.43
,9398,20 36 03.12,+60 12 41.97
,9399,20 36 03.78,+60 13 30.65
,9400,20 36 04.25,+60 14 57.22
,9401,20 36 04.77,+60 13 21.26
,9402,20 36 04.91,+60 14 55.23
,9403,20 36 09.57,+60 15 04.12
,9404,20 36 10.07,+60 13 45.38
,9405,20 36 10.49,+60 12 54.44
,9406,20 36 11.11,+60 13 58.62
,9407,20 36 12.63,+60 12 47.45
,9408,20 36 15.35,+60 14 57.21
,9409,20 36 17.07,+60 15 38.95
,9410,20 36 18.96,+60 14 31.45
,9411,20 36 18.97,+60 14 38.34
,9412,20 36 28.26,+60 14 04.90
SMC,9413,00 48 53.33,-72 32 07.13
,9414,00 49 05.33,-72 32 56.08
,9415,00 49 08.01,-72 31 26.34
,9416,00 49 12.59,-72 32 33.57
,9417,00 49 16.05,-72 31 21.22
,9418,00 49 16.62,-72 32 38.76
,9419,00 49 17.62,-72 31 10.50
,9420,00 49 20.52,-72 31 07.73
,9421,00 49 21.66,-72 34 21.43
,9422,00 49 23.12,-72 34 43.01
,9423,00 49 23.31,-72 31 23.90
,9424,00 49 25.25,-72 33 05.55
,9425,00 49 26.53,-72 34 22.47
,9426,00 49 26.64,-72 32 53.67
,9427,00 49 27.31,-72 34 08.01
,9428,00 49 27.65,-72 32 08.95
,9429,00 49 28.59,-72 31 47.36
,9430,00 49 29.04,-72 34 23.61
,9431,00 49 32.63,-72 30 15.11
,9432,00 49 32.90,-72 31 31.88
,9433,00 49 33.27,-72 30 21.79
,9434,00 49 35.54,-72 34 12.81
,9435,00 49 37.12,-72 35 27.33
,9436,00 49 37.23,-72 30 28.67
,9437,00 49 38.93,-72 31 59.30
,9438,00 49 39.41,-72 35 31.89
,9439,00 49 41.59,-72 31 49.12
,9440,00 49 41.76,-72 32 04.06
,9441,00 49 42.70,-72 36 11.44
,9442,00 49 43.89,-72 31 07.92
,9443,00 49 44.22,-72 30 09.39
,9444,00 49 44.71,-72 33 24.02
,9445,00 49 45.06,-72 35 12.04
,9446,00 49 45.19,-72 31 08.98
,9447,00 49 46.37,-72 34 33.98
,9448,00 49 46.48,-72 34 15.78
,9449,00 49 47.71,-72 29 29.00
,9450,00 49 48.98,-72 35 22.10
,9451,00 49 49.48,-72 31 39.97
,9452,00 49 50.27,-72 32 31.68
,9453,00 49 52.21,-72 34 23.97
,9454,00 49 53.60,-72 32 32.60
,9455,00 49 53.70,-72 30 51.50
,9456,00 49 55.95,-72 30 50.39
,9457,00 49 58.18,-72 31 11.66
,9458,00 49 58.22,-72 29 53.68
,9459,00 49 59.02,-72 30 00.85
,9460,00 49 59.75,-72 35 10.38
,9461,00 50 00.24,-72 32 24.10
,9462,00 50 00.48,-72 32 35.92
,9463,00 50 00.50,-72 34 35.97
,9464,00 50 00.54,-72 31 29.50
,9465,00 50 01.01,-72 29 50.13
,9466,00 50 01.50,-72 35 36.30
,9467,00 50 01.53,-72 28 21.76
,9468,00 50 01.63,-72 29 20.64
,9469,00 50 05.96,-72 31 29.45
,9470,00 50 06.13,-72 38 20.62
